,genre,body_text_clean,genre_Country,genre_Other,genre_Pop/Rock,genre_Rap
1848,Pop/Rock,leo sayer leo sayer greatest hit train writer leo sayer david courtney run life like river like song train keep push right back place belong back along track fli million year right across path train move ring ear come board come board lyric commerci use 1409617854061,0,0,1,0
1849,Pop/Rock,leo sayer leo sayer greatest hit one man band well everybodi know ladbrook grove leap across street lose life taxi cab gotta eye feet find nice soft corner sit right take guitar play law man come say move along move along day well im one man band nobodi know understand anybodi wanna lend hand one man band three day havent eaten must get thin soon cap wont larg enough lyric commerci use 1409617854061,0,0,1,0
1850,Pop/Rock,leo sayer leo sayer greatest hit give away paid due pick shoe got walk away oh boy nobodi els blame ive work hard fail say threw away oh boy lyric commerci use 1409617854061,0,0,1,0
1861,Pop/Rock,leo sayer collect think fell love fast two kid high school whod never love happen togeth never want one long crazi summer life like honeymoon couldnt hold back feelin guess came along soon ooh darlin think fell love fast ooh darlin think fell love fast workin way colleg wrote told news lyric commerci use 1409617854061,0,0,1,0
1862,Pop/Rock,leo sayer collect endless flight keep steadi dont rock around lord dont wanna fall understand wish jet ground look around tell see afraid hope make hope dont fall sea gonna endless flight reach ground tonight ye gonna endless flight know lyric commerci use 1409617854061,0,0,1,0
1865,Pop/Rock,leo sayer collect train writer leo sayer david courtney run life like river like song train keep push right back place belong back along track fli million year right across path train move ring ear come board come board lyric commerci use 1409617854061,0,0,1,0
1869,Pop/Rock,leo sayer collect last gig johnni b good plead manag seem way one last cigarett time put he quit time good last gig johnni b good pressur realli black limousin close hotel suit realli neat flight nearli telegram said break leg doctor say he broken head set amp play loud lyric commerci use 1409617854061,0,0,1,0
1875,Pop/Rock,leo sayer best leo sayer moonlight see time everi night mexican discothequ give french kiss give french cigarett sit tabl everi time light low eye shine dig music sweet soul band keep outta fight hold hand whisper slowli tonight night month plan gotta right tabl bag burst seam made sure bring everyth moonlight theyr leav everyth moonlight theyr lose friend moonlight way frighten mean theyll stay lyric commerci use 1409617854061,0,0,1,0
1878,Pop/Rock,leo sayer best leo sayer much love much love need give love much time grow much love wanna know say last thing want drive away much love take much love heaven sake lyric commerci use 1409617854061,0,0,1,0
1880,Pop/Rock,leo sayer best leo sayer say whoa whoa yea yea love say ill love twice much tomorrow oh love say whoa whoa yea yea ill miss ya evri singl day must life fill sorrow oh love say ah dont know need oh tell pleas gotta know mean make cri lyric commerci use 1409617854061,0,0,1,0
1886,Pop/Rock,leo sayer best leo sayer one man band well everybodi know ladbrook grove leap across street lose life taxi cab gotta eye feet find nice soft corner sit right take guitar play law man come say move along move along day well im one man band nobodi know understand anybodi wanna lend hand one man band three day havent eaten must get thin soon cap wont larg enough lyric commerci use 1409617854061,0,0,1,0
1890,Pop/Rock,leo sayer need make feel like danc make feel like danc youv got cute way talk got better snap finger im walk like dog hang lead im spin know shake string know make feel like danc im gonna danc night away lyric commerci use 1409617854061,0,0,1,0
1891,Pop/Rock,leo sayer need make feel like danc need need close eye im wanna give heartbeat away need love hold hand touch love never knew much love keep warm night day mile mile empti space us telephon cant take place smile know wont travel forev cold hold like need lyric commerci use 1409617854061,0,0,1,0
1892,Pop/Rock,leo sayer endless flight make feel like danc youv got cute way talk got better snap finger im walk like dog hang lead im spin know shake string know make feel like danc im gonna danc night away lyric commerci use 1409617854061,0,0,1,0
1894,Pop/Rock,leo sayer endless flight much love much love need give love much time grow much love wanna know say last thing want drive away much love take much love heaven sake lyric commerci use 1409617854061,0,0,1,0
1899,Pop/Rock,leo sayer endless flight magdalena magdalena sit chair speak mass talk splice splinter laugh break glass said would spirit away steal imag till there nothin left say oh magdalena noth like saint love like razor heart scar oh magdalena noth like saint tell want tell bother tell couldnt hold lyric commerci use 1409617854061,0,0,1,0
1902,Pop/Rock,leo sayer endless flight tear clown there smile upon face tri fool public come fool honey that quit diffrent subject dont let glad express give wrong impress realli im sad oh sadder sad your gone im hurt bad like clown pretend glad there sad thing known man aint much sadder tear clown there one around oh yeah babi appear carefre lyric commerci use 1409617854061,0,0,1,0
1903,Pop/Rock,leo sayer endless flight milki white way ye im gonna walk milki white way oh lord day im gonna walk milki white way day well well well well im gonna walk take stand gonna join christian band im gonna walk milki white way oh lord day lyric commerci use 1409617854061,0,0,1,0
1912,Pop/Rock,leo sayer make feel like danc hit bell st mari use play mouth organ folk club pub call ladi jane sound friend would holler song love song pain wasnt much could use time use practic everyday play mouth organ blue hard luck lyric commerci use 1409617854061,0,0,1,0
1913,Pop/Rock,leo sayer make feel like danc hit life seen lot good time life time everyth went right seen lot thing go wrong dont know ive seen lot good time life bit sad life friend mine went night tri sort dont know ive bit sad life lyric commerci use 1409617854061,0,0,1,0
1914,Pop/Rock,leo sayer live glasgow make feel like danc youv got cute way talk got better snap finger im walk like dog hang lead im spin know shake string know make feel like danc im gonna danc night away lyric commerci use 1409617854061,0,0,1,0
1918,Pop/Rock,leo sayer live glasgow orchard road tell truth realli sad affair stand wait cold night air ive got make call caus heart break hear pip drop coin slot long thought youd forgotten know get late couldnt wait nerv say wanna come back go away wanna come back ive struck bad luck need place littl happi love think see let paint pictur 12 oclock curtain drawn theyr count sheep orchard road lyric commerci use 1409617854061,0,0,1,0
1921,Pop/Rock,leo sayer live glasgow show must go babi although chose lone life seem strangl wild men big cigar gigant car theyr laugh oh ive use oohhoo ive taken fool oh fool broke rule ooh yeah wont let show go babi there enorm crowd peopl theyr blood lyric commerci use 1409617854061,0,0,1,0
1924,Pop/Rock,leo sayer river session need need close eye im wanna give heartbeat away need love hold hand touch love never knew much love keep warm night day mile mile empti space us telephon cant take place smile know wont travel forev cold hold like need lyric commerci use 1409617854061,0,0,1,0
1938,Pop/Rock,leo sayer 20 great love song say whoa whoa yea yea love say ill love twice much tomorrow oh love say whoa whoa yea yea ill miss ya evri singl day must life fill sorrow oh love say ah dont know need oh tell pleas gotta know mean make cri lyric commerci use 1409617854061,0,0,1,0
1940,Pop/Rock,leo sayer 20 great love song heart stop beat time b gibbr gibbm gibb give empti fill sweet love besid aint fun roll stone insid buy feel pay tear matter go motion nowher there full moon rise mine everi everi moment histori make got legaci understand love better dont let heart stop beat time dont take danger level caught middl miseri dont let die warn let lyric commerci use 1409617854061,0,0,1,0
1941,Pop/Rock,leo sayer 20 great love song orchard road tell truth realli sad affair stand wait cold night air ive got make call caus heart break hear pip drop coin slot long thought youd forgotten know get late couldnt wait nerv say wanna come back go away wanna come back ive struck bad luck need place littl happi love think see let paint pictur 12 oclock curtain drawn theyr count sheep orchard road lyric commerci use 1409617854061,0,0,1,0
1942,Pop/Rock,leo sayer 20 great love song unchain melodi northzaret oh love darl ive hunger touch long lone time time goe slowli time much still mine need love need love god speed love time goe slowli know time much im lone time time need love lyric commerci use 1409617854061,0,0,1,0
1945,Pop/Rock,leo sayer 20 great love song rain heart ,0,0,1,0
1946,Pop/Rock,leo sayer 20 great love song look back there look back feel youv love vain tri hide sorrow your alon block emot laugh carri sayin feel way love wrong could turn around one time old time sake lyric commerci use 1409617854061,0,0,1,0
1949,Pop/Rock,leo sayer 20 great love song till come back though dont call anymor sit wait vain guess ill rap door tap window pain decid set free im gonna swallow pride beg babi babi wont see lyric commerci use 1409617854061,0,0,1,0
1968,Pop/Rock,leo sayer love collect want back know thought could live without thought could get along never realiz could wrong fool leav fool let go doesnt seem matter much babi never let go want back want back never stop got back wander road use walk lot peopl pass look like theyr love everybodi lyric commerci use 1409617854061,0,0,1,0
1971,Pop/Rock,leo sayer love collect heart give empti fill sweet love besid aint fun roll stone insid buy feel pay tear matter flow motion nowher there full moon rise mine everi everi moment histori make got legaci understand love better let heart stop beat time dont take danger level lyric commerci use 1409617854061,0,0,1,0
1974,Pop/Rock,leo sayer thunder heart easi love easi love love someon like easi feel feel way know love dont come easi love dont compar love come gotta make last one day met knew could easi easi easi love love someon like lyric commerci use 1409617854061,0,0,1,0
1976,Pop/Rock,leo sayer thunder heart leav well enough alon littl girl fun take easi dont jump gun dont tri hard alway number one got bed rose pleas dont chang boy caus havin around heaven know somethin enjoy leav well enough alon babi dont get seriou leav well enough alon child dont go chang us lyric commerci use 1409617854061,0,0,1,0
1985,Pop/Rock,leo sayer thunder heart want back know thought could live without thought could get along never realiz could wrong fool leav fool let go doesnt seem matter much babi never let go want back want back never stop got back wander road use walk lot peopl pass look like theyr love everybodi lyric commerci use 1409617854061,0,0,1,0
1990,Pop/Rock,leo sayer thunder heart leo sayer thunder heart stand alon wonder im suppos love light eye bridg burnt arm open wide deep swim shore real thing dont know ive never feel thunder heart cant control feel thunder heart walk away follow soul feel thunder heart come dont know oh oh there storm ragin deep soul there howlin wind cant control lyric commerci use 1409617854061,0,0,1,0
1994,Pop/Rock,leo sayer thunder heart leo sayer la booga rooga dont look back thatll get nowherea wall wall suit space circu hairon step forward one step backthat happen that fact tell truth rais handdont write invit sandand talk say meanjust keep dri lord keep clean lyric commerci use 1409617854061,0,0,1,0
1997,Pop/Rock,leo sayer thunder heart leo sayer franki lee everi corner everi avenueth word pass aroundbett watch lock daughterscaus bad franki lee back townal ladi fall frankiesayin franki lee beof men your onewho got key set us freeoh franki lee there woman neighborhoodwho love franki mindbut fear bein discoveredsh keep secret lock insidejust stone thrown windowand look seether man stand neath streetlightit look belik franki leeyoud best believ lyric commerci use 1409617854061,0,0,1,0
2000,Pop/Rock,leo sayer thunder heart leo sayer easi love easi love love someon like easi feel feel way know love dont come easi love dont compar love come gotta make last one day met knew could easi easi easi love love someon like lyric commerci use 1409617854061,0,0,1,0
2001,Pop/Rock,leo sayer thunder heart leo sayer isnt anyth know isnt anyth anyth wouldnt know isnt anyon anyon love like holdin close feelin heart beat insid like miracl your makin feel glad im aliv everi way im gonna thank know isnt anyth anyth couldnt know isnt anyon lyric commerci use 1409617854061,0,0,1,0
2008,Pop/Rock,leo sayer thunder heart leo sayer start oo babe say youchang your feelin insid oo babe ive got get close youpleas dont cast asidey know hate see lookin sadi cant stand watch good love go badlet stop think good time start start againand one timew start start oo oo oo oo lyric commerci use 1409617854061,0,0,1,0
2013,Pop/Rock,leo sayer ever love ever love morn light half awak half asleep ever lain think dream reach she everi moment everywher ever love ever felt far heart fall ever stay wait telephon call hear say hello caus miss ever love time laugh lyric commerci use 1409617854061,0,0,1,0
2014,Pop/Rock,leo sayer ever love heart stop beat time b gibbr gibbm gibb give empti fill sweet love besid aint fun roll stone insid buy feel pay tear matter go motion nowher there full moon rise mine everi everi moment histori make got legaci understand love better dont let heart stop beat time dont take danger level caught middl miseri dont let die warn let lyric commerci use 1409617854061,0,0,1,0
2017,Pop/Rock,leo sayer ever love beauti p belov j greav window honeymoon night look mite bizarr theyr burn us effigi smoke blot star theyr tortur servant light armour car pleas dont ask end line never could see far tonight id rather look beauti ask lover lyric commerci use 1409617854061,0,0,1,0
2023,Pop/Rock,leo sayer ever love wound heart dont need mend broken heart afraid throw stick stone love tear apart ive got wound heart wont stop beat tri keep casual affair nonetheless get careless co care love make fall apart hurt heart wont stop beat got wound heart wont stop beat matter wound heart keep repeat im miss miss got wound heart wont stop lead lyric commerci use 1409617854061,0,0,1,0
2024,Pop/Rock,leo sayer ever love love game mackay start easili lone free couldnt pass anoth lone night pour life drink look said think said need littl love babi pick gave love would ever need oh pick didnt know name im play love game keep play love game win lose get broken heart play love game aint doubt mind love game lyric commerci use 1409617854061,0,0,1,0
2033,Pop/Rock,leo sayer never love darlin dont know word say darlin ill find way let know mean guess meant hold heart life preciou part oh darlin dream often pretti darlin love way soften life love preciou love oh live like half man couldnt love pick im feel sad give soul never lyric commerci use 1409617854061,0,0,1,0
2034,Pop/Rock,leo sayer never love dont wait tomorrow leo sayera tarney dont wait tomorrow may come late dont wait tomorrow fool hesit take hold everi chanc that offer dont say wait never dont wait tomorrow co wont wait well wonder sometim futur tell wait see let wind carri like wave shore dont want life lyric commerci use 1409617854061,0,0,1,0
2036,Pop/Rock,leo sayer never love love still bring knee r cook b wood love still bring knee day day feel need flame burn within heart never die oh bless day come along turn life song greater love never co your one love still bring knee bring knee love given love still bring knee lyric commerci use 1409617854061,0,0,1,0
2041,Pop/Rock,leo sayer live fantasi think everi night hard get right im lookin im lookin see heart broken piec everywher wouldnt tri wouldnt know tri hard still let go much troubl much pain think im gonna luck yeah yeah whatll walk away whatll walk away well havent chanc havent chanc get feel im daze lyric commerci use 1409617854061,0,0,1,0
2048,Pop/Rock,leo sayer live fantasi let know ever gonna chang mindwil ever anoth timey gotta let know hope would understandlov never meant blindyou gotta let know lyric commerci use 1409617854061,0,0,1,0
2050,Other,leo sayer world radio ever love ever love morn light half awak half asleep ever lain think dream reach she everi moment everywher ever love ever felt far heart fall ever stay wait telephon call hear say hello caus miss ever love time laugh lyric commerci use 1409617854061,0,1,0,0
2054,Other,leo sayer world radio ever love beauti p belov j greav window honeymoon night look mite bizarr theyr burn us effigi smoke blot star theyr tortur servant light armour car pleas dont ask end line never could see far tonight id rather look beauti ask lover lyric commerci use 1409617854061,0,1,0,0
2059,Other,leo sayer world radio ever love til let heart win awillislwood could love your hard touch stand seen much aint funni found one pull back protect heart born run passion beg oblig love escap watch fall give noth left bleed ever recognis know need wanna hold tight give rest life heaven lyric commerci use 1409617854061,0,1,0,0
2062,Other,leo sayer world radio ever love world radio voic radio hear loud clear across open sky night hear loud clear think your part mind breath sleep talk two kind im voic head read word said hear aah world goe spin around aah join sound aah sing one voic like world radio aah sing one voic like world radio lyric commerci use 1409617854061,0,1,0,0
2071,Pop/Rock,leo sayer world radio ever love morn light half awak half asleep ever lain think dream reach she everi moment everywher ever love ever felt far heart fall ever stay wait telephon call hear say hello caus miss ever love time laugh lyric commerci use 1409617854061,0,0,1,0
2076,Pop/Rock,leo sayer world radio til let heart win awillislwood could love your hard touch stand seen much aint funni found one pull back protect heart born run passion beg oblig love escap watch fall give noth left bleed ever recognis know need wanna hold tight give rest life heaven lyric commerci use 1409617854061,0,0,1,0
2078,Pop/Rock,leo sayer world radio weve got love leo sayerd courtney friend babe love came strong could stop knew wrong meet hotel hide pri eye nobodi know secret life weve got love babe weve got love go us much love got love girl lyric commerci use 1409617854061,0,0,1,0
2092,Pop/Rock,leo sayer show must go leo sayer antholog stop fight oh see sad eye well shouldnt ever cri oh put back feet youll let tri oh stop fight day die oh know shatter dream time theyv realli gone extrem dont give damn babi stop dream set us free lyric commerci use 1409617854061,0,0,1,0
2095,Pop/Rock,leo sayer show must go leo sayer antholog life seen lot good time life time everyth went right seen lot thing go wrong dont know ive seen lot good time life bit sad life friend mine went night tri sort dont know ive bit sad life lyric commerci use 1409617854061,0,0,1,0
2098,Pop/Rock,leo sayer show must go leo sayer antholog want back know thought could live without thought could get along never realiz could wrong fool leav fool let go doesnt seem matter much babi never let go want back want back never stop got back wander road use walk lot peopl pass look like theyr love everybodi lyric commerci use 1409617854061,0,0,1,0
2101,Pop/Rock,leo sayer show must go leo sayer antholog end game though heard clearli said sincer that someth doesnt understand word choke broken left token note hold hand dont let dont let end game put flame fli away dont fli away let find who blame start dont fli away dont fli away lyric commerci use 1409617854061,0,0,1,0
2103,Pop/Rock,leo sayer show must go leo sayer antholog give away remast lp version writer leo sayer david courtney paid due pick shoe got walk away oh boy nobodi els blame ive work hard fail say threw away lyric commerci use 1409617854061,0,0,1,0
2112,Pop/Rock,leo sayer show must go leo sayer antholog rain heart remast lp version ,0,0,1,0
2114,Pop/Rock,leo sayer show must go leo sayer antholog say remast lp version ohwoahyayyay love say ill love twice much tomorrow woah love say ohwoahyayyay ill miss everi singl day must life fill sorrow oh love say oh dont know need oh tell pleas got know mean make cri anoth guy lyric commerci use 1409617854061,0,0,1,0
2121,Pop/Rock,leo sayer say best gold edit bonu track remast moonlight remast freezin rest head pillow made concret oh feelin mayb hell see littl better set day oh yeah oh hand face see time aint familiar ah oh dark grin cant help he happi look insan hey evenflow thought arriv like butterfli oh dont know chase away oh oh someday yeah hell begin life life life lyric commerci use 1409617854061,0,0,1,0
2122,Pop/Rock,leo sayer say best gold edit bonu track remast thunder heart remast writer leo sayer tom snow stand alon wondir im suppos love light eye bridg burnt arm open wide deep swim shore real thing dont know ive never feel thunder heart cant control feel thunder heart walk away follow soul feel thunder heart come dont know oh oh there storm ragin deep soul there howlin wind cant control lyric commerci use 1409617854061,0,0,1,0
2124,Pop/Rock,leo sayer say best gold edit bonu track remast cant stop love though tri remast writer billi nichol your leav morn earli train could say everyth alright could pretend say good bye got ticket got suitcas got leav smile could say that way goe could pretend wont know lie lyric commerci use 1409617854061,0,0,1,0
2140,Pop/Rock,leo sayer best leo sayer long tall glass danc remast travellin road feelin hungri cold saw sign sayin food drink everyon natur thought would take look insid saw much food water come eye yeah ham turkey caviar long tall glass wine yare somebodi grab threw chair said eat gotta danc like fred astair know cant danc know cant danc know cant danc lyric commerci use 1409617854061,0,0,1,0
2141,Pop/Rock,leo sayer best leo sayer moonlight remast freezin rest head pillow made concret oh feelin mayb hell see littl better set day oh yeah oh hand face see time aint familiar ah oh dark grin cant help he happi look insan hey evenflow thought arriv like butterfli oh dont know chase away oh oh someday yeah hell begin life life life lyric commerci use 1409617854061,0,0,1,0
2150,Pop/Rock,leo sayer leo sayer stormi weather dont know there sun sky stormi weather sinc man aint togeth keep rain time life bare gloom miseri everywher stormi weather cant get poor old self togeth im weari time time weari time went away blue walk met stay away old rock chair get pray lord let walk sun lyric commerci use 1409617854061,0,0,1,0
2152,Pop/Rock,leo sayer leo sayer cant stop love writer billi nichol your leav morn earli train could say everyth alright could pretend say good bye got ticket got suitcas got leav smile could say that way goe could pretend wont know lie lyric commerci use 1409617854061,0,0,1,0
2158,Pop/Rock,leo sayer leo sayer dont look away writer leo sayer tom snow well talk sleep men meet much passion morn ask take task say im overreact she woman play woman game ask look like im strang say dont look away babe im talk dont look away babe itll good im game babe listen dont look away babe dont look away oh lyric commerci use 1409617854061,0,0,1,0
2166,Pop/Rock,leo sayer make feel like danc live leo sayer thunder heart live writer leo sayer tom snow stand alon wondir im suppos love light eye bridg burnt arm open wide deep swim shore real thing dont know ive never feel thunder heart cant control feel thunder heart walk away follow soul feel thunder heart come dont know oh oh there storm ragin deep soul there howlin wind cant control lyric commerci use 1409617854061,0,0,1,0
2169,Pop/Rock,leo sayer make feel like danc live leo sayer give away live writer leo sayer david courtney paid due pick shoe got walk away oh boy nobodi els blame ive work hard fail say threw away lyric commerci use 1409617854061,0,0,1,0
2170,Pop/Rock,leo sayer make feel like danc live leo sayer much love live writer leo sayer barri mann much love need give love much time grow much love wanna know say last thing want drive away much love take lyric commerci use 1409617854061,0,0,1,0
2171,Pop/Rock,leo sayer make feel like danc live leo sayer moonlight live freezin rest head pillow made concret oh feelin mayb hell see littl better set day oh yeah oh hand face see time aint familiar ah oh dark grin cant help he happi look insan hey evenflow thought arriv like butterfli oh dont know chase away oh oh someday yeah hell begin life life life lyric commerci use 1409617854061,0,0,1,0
2172,Pop/Rock,leo sayer make feel like danc live leo sayer look back live writer leo sayer tom snow there look back feel youv love vain tri hide sorrow your alon block emot laugh carri sayin feel way love wrong could turn around lyric commerci use 1409617854061,0,0,1,0
2178,Pop/Rock,leo sayer live 1975 tomorrow live peopl die laugh upon ground dont know fall got noth least say got song music that peopl look worri crowd around mess around dream tomorrow theyll wake new life theyll start tomorrow first day rest life rememb your worri lyric commerci use 1409617854061,0,0,1,0
2179,Pop/Rock,leo sayer live 1975 life live seen lot good time life time everyth went right seen lot thing go wrong dont know ive seen lot good time life bit sad life friend mine went night tri sort dont know ive bit sad life lyric commerci use 1409617854061,0,0,1,0
2183,Pop/Rock,leo sayer live glasgow need live one know side know one get see feel hear call im one answer know know need close eye im want give heartbeat away need love hold hand touch love never knew much love keep warm night day lyric commerci use 1409617854061,0,0,1,0
2188,Pop/Rock,leo sayer live glasgow much love live writer leo sayer barri mann much love need give love much time grow much love wanna know say last thing want drive away much love take lyric commerci use 1409617854061,0,0,1,0
2191,Pop/Rock,leo sayer live glasgow ever love live morn light half awak half asleep ever lain think dream reach she everi moment everywher ever love ever felt far heart fall ever stay wait telephon call hear say hello co miss ever love time laugh lyric commerci use 1409617854061,0,0,1,0
2212,Pop/Rock,leo sayer silverbird everybodi go home say could free ill leav look sky fall world spin round without sound lazi sunshin gone anybodi tell everybodi go home anybodi tell lyric commerci use 1409617854061,0,0,1,0
2214,Pop/Rock,leo sayer show must go tomorrow leo sayerdavid courtney peopl die laugh upon ground dont know fall got noth least say got song music that peopl look worri crowd around mess around dream tomorrow theyll wake new life theyll start tomorrow first day lyric commerci use 1409617854061,0,0,1,0
2238,Rap,leo sayer cool touch young love secret tell one heart leap like beat drum that feel your young love she reason smile day like bird sing gild cage that feel your young love promis faith true young love need excuselik futur never end lyric commerci use 1409617854061,0,0,0,1
2241,Rap,leo sayer cool touch favourit first time met knew gonna fall took shook put higher wall love your favourit wont chang anyth cant wont wont undo anyth bout walk look smile littl thing promis kiss wish never blue oh love your favourit dont get better cant dont wanna cant see anybodi els attract lyric commerci use 1409617854061,0,0,0,1
2245,Rap,leo sayer cool touch suki miss let tell bout girl knewa rollin stoneth sort girl give lifetim tobut never suki miss she homesuki miss address unknown paper fifteen wordssay suki gonea scribbl line may concernsay noth wrong lyric commerci use 1409617854061,0,0,0,1
2248,Pop/Rock,vitamin string quartet string quartet tribut radiohead enigmat nice dream love like brother protect listen dug garden gave sunshin made happi nice dream nice dream nice dream call friend good angel she answerphon said shed love come help lyric commerci use 1409617854061,0,0,1,0
2249,Pop/Rock,vitamin string quartet string quartet tribut radiohead enigmat nation anthem everyon everyon around everyon near hold lyric commerci use 1409617854061,0,0,1,0
2250,Pop/Rock,vitamin string quartet string quartet tribut radiohead enigmat street spirit fade row hous bear feel blue hand touch thing posit thing ill one day swallow whole fade fade lyric commerci use 1409617854061,0,0,1,0
2251,Pop/Rock,vitamin string quartet string quartet tribut radiohead enigmat cant get stink he hang around day come like comet sucker friend one day hell get lyric commerci use 1409617854061,0,0,1,0
2255,Pop/Rock,vitamin string quartet vsq perform hit 2013 vol 2 royal string quartet tribut lord ive never seen diamond flesh cut teeth wed ring movi im proud address tornup town postcod envi everi song like gold teeth grey goos trippin bathroom blood stain ball gown trashin hotel room dont care drive cadillac dream everybodi like cristal maybach diamond timepiec jet plane island tiger gold leash dont care arent caught love affair well never royal royal dont run blood kind lux aint us crave differ kind buzz let ruler ruler call queen bee babi ill rule ill rule ill rule ill rule lyric commerci use 1409617854061,0,0,1,0
2261,Pop/Rock,vitamin string quartet vsq film school cult classic indi fav fall slowli dont know want word fall alway fool cant react game never amount theyr meant play take sink boat point home lyric commerci use 1409617854061,0,0,1,0
2267,Other,buffi vampir slayer feel episod soundtrack spell tara live life shadow never sun face didnt seem sad though figur place im bath light someth isnt right im spell els could anyon would notic magic tell set free brought easili saw world enchant lyric commerci use 1409617854061,0,1,0,0
2275,Other,buffi vampir slayer feel episod soundtrack someth sing life show play part music start open heart alright someth come wrong well sing happi song sing along there life there hope everyday gift wish come true well work hard day like girl fit glitter world dont give song dont give song give someth sing need someth sing lyric commerci use 1409617854061,0,1,0,0
2276,Other,buffi vampir slayer feel episod soundtrack feel repris lot fun guy real swell there one lyric commerci use 1409617854061,0,1,0,0
2278,Other,buffi vampir slayer feel episod soundtrack coda touch fire freez look black isnt real lyric commerci use 1409617854061,0,1,0,0
2283,Other,buffi vampir slayer cast feel overtur go motion everi singl night arrang go fight fight still alway feel strang estrang noth real noth right ive make show trade blow hope one know ive go motion walk part noth seem penetr heart alway brave kind righteou find im waver lyric commerci use 1409617854061,0,1,0,0
2295,Other,buffi vampir slayer cast feel feel repris lot fun guy real swell there one lyric commerci use 1409617854061,0,1,0,0
2304,Pop/Rock,metallica metallica holier thou crap roll mouth havent chang brain still gelatin littl whisper circl around head dont worri instead ya ya gossip burn tip tongu lie much believ judg lest ye judg holier thou lyric commerci use 1409617854061,0,0,1,0
2309,Pop/Rock,metallica metallica noth els matter close matter far couldnt much heart forev trust noth els matter never open way life live way word dont say noth els matter trust seek find everi day us someth new open mind differ view noth els matter never care lyric commerci use 1409617854061,0,0,1,0
2310,Pop/Rock,metallica metallica wolf man new day mist run new day mist come hunt therefor harvest land take fallen lamb new day mist run new day mist come shift puls earth compani keep roam land sleep shape shift nose wind shape shift feel ive lyric commerci use 1409617854061,0,0,1,0
2311,Pop/Rock,metallica metallica god fail pride took pride feel pride felt youd kneel word love thought feed feed grow grow cloud know deceit deceiv decid believ see faith eye never hear discourag lie hear faith cri broken promis betray heal hand held back deepen nail follow god fail find peac find say lyric commerci use 1409617854061,0,0,1,0
2315,Pop/Rock,metallica metallica collect sad true hey hey im life im one take hey hey im life im one care betray im true friend theyll betray im forev im dream make real im eye must steal im pain cant feel sad true im dream mind astray im eye your away im pain repay know sad true sad true your mask your cover shelter your mask lyric commerci use 1409617854061,0,0,1,0
2316,Pop/Rock,metallica metallica collect holier thou crap roll mouth havent chang brain still gelatin littl whisper circl around head dont worri instead ya ya gossip burn tip tongu lie much believ judg lest ye judg holier thou lyric commerci use 1409617854061,0,0,1,0
2317,Pop/Rock,metallica metallica collect unforgiven new blood join earth quickli he subdu constant pain disgrac young boy learn rule time child draw whip boy done wrong depriv thought young man struggl he known vow unto never day theyll take away ive felt ive known never shine ive shown never never see wont see might ive felt ive known never shine ive shown never free never dub unforgiven lyric commerci use 1409617854061,0,0,1,0
2318,Pop/Rock,metallica metallica collect wherev may roam road becom bride road becom bride strip pride confid keep satisfi give need dust throat crave knowledg save game stay slave rover wander nomad vagabond call ill take time anywher free speak mind anywher ill redefin anywher anywher roam lay head home earth becom throne earth becom throne lyric commerci use 1409617854061,0,0,1,0
2322,Pop/Rock,metallica metallica collect god fail pride took pride feel pride felt youd kneel word love thought feed feed grow grow cloud know deceit deceiv decid believ see faith eye never hear discourag lie hear faith cri broken promis betray heal hand held back deepen nail follow god fail find peac find say lyric commerci use 1409617854061,0,0,1,0
2323,Pop/Rock,metallica metallica collect friend miseri stood scream fear one listen say empti rattl sound voic must suit hear want hear know youv heard your smother tragedi your save world miseri insist weight world shoulder miseri there much life see lyric commerci use 1409617854061,0,0,1,0
2327,Pop/Rock,metallica metallica collect eye behold see see truth offens silenc confid hear hear door slam shut limit imagin keep must feel feel bitter distress decid express take take endur word move back instead forward seem absurd doesnt matter see read way done say independ limit freedom choic made friend freedom speech word bend lyric commerci use 1409617854061,0,0,1,0
2330,Pop/Rock,metallica metallica collect harvest sorrow life suffoc plant seed hate ive love turn hate trap far beyond fate give take life forsak cheat youth turn lie truth anger miseri youll suffer unto harvest sorrow languag mad harvest sorrow lyric commerci use 1409617854061,0,0,1,0
2333,Pop/Rock,metallica metallica collect dyer eve dear mother dear father hell put believ deceiv day day live life push onto what wrong right hidden thing call life dear mother dear father everi thought id think youd disapprov curat dictat alway censor everi move children seen heard tear everyth inspir innoc lyric commerci use 1409617854061,0,0,1,0
2338,Pop/Rock,metallica metallica collect motorbreath ahaha oh yeah live die laugh cri seen never life fast lane seem hard heavi dirti mean motorbreath live life cant take way motorbreath sign live fast lyric commerci use 1409617854061,0,0,1,0
2345,Pop/Rock,metallica metallica collect fight fire fire unto other theyv done hell world come blow univers nothing nuclear warfar shall lay us rest fight fire fire end near fight fire fire burst fear shall die lyric commerci use 1409617854061,0,0,1,0
2346,Pop/Rock,metallica metallica collect ride lightn guilti charg damn aint right there someon els control death air strap electr chair cant happen made god say ill take life flash eye time die burn brain feel flame wait sign flick switch death begin end lyric commerci use 1409617854061,0,0,1,0
2347,Pop/Rock,metallica metallica collect fade black life seem fade away drift everi day get lost within noth matter one els lost live simpli noth give noth need end set free lyric commerci use 1409617854061,0,0,1,0
2349,Pop/Rock,metallica metallica collect escap feel pain life aint easi know im best friend one care im much stronger ill fight end escap true fals world undamag destini cant get caught endless circl ring stupid free lyric commerci use 1409617854061,0,0,1,0
