,explicit,body_text_clean,explicit text
510,0,morgan wallen redneck love song im simpl man aint way say lay card tabl way play got draw yaw cant imit tough rowdi reckless rough around edg ever sinc came around ive think thought need get grab pen napkin wrote tractor green pastur greener tea sweet honey your sweeter road dirt heart gold im man word babi goe neck red collar blue love yeah know might sound littl elementari lyric commerci use 1409617854061,no
511,0,morgan wallen littl rain grass aint gonna cut cant get tan underneath cover four blade ceil fan know love see two piec top unti think someth better aint gonna lie yeah could use littl rain beat window pane listen tin roof sing love song day long yeah hope pour cloth stay floor yeah that kind storm that call name yeah could use littl rain yeah could use littl rain lyric commerci use 1409617854061,no
512,0,morgan wallen know say need coupl credit let colleg bet bought beer daddi card your lookin like probabl get littl tire attent your gettin go bar take differ rout know your differ town your say get see night lead know hoppin passeng seat take home aint gonna wanna leav make littl love quarter past three gotta keep caus roommat home lyric commerci use 1409617854061,no
513,0,morgan wallen chasin use tast tattanooga coupl kid chevrolet catch littl air cross track sip someth paper sack hang shirt mapl lamp slip moon river bend wasnt long til jump jump guess im still chase like shot whiskey burn go burn go chase like goodby taillight head west anywher town chase freedom chase feel got gone soon chase see rear view lyric commerci use 1409617854061,no
514,1,morgan wallen way talk got touch town grew somethin california girl love peopl like make littl fun way talk get slower 3 4 cold beer get louder im cheerin volunt folk know im countri hear way talk sound littl bit like daddi dont cuss around mamma got word ya never heard less come yonder man stair get aint tryin fix nah cant hide dont fight roll oh kinda slow like mississippi rose lyric commerci use 1409617854061,yes
515,0,morgan wallen ever get back ever get back ima treat like queen make livin lovin lot kissin ill look reason pleas that world youll live girl ever get back aint gon ever get back see danc mr handsom look like he real romanc im hope im pray one day hear say gon give second chanc take back gon roll life cadillac ever get back ima treat like queen make livin lovin lot kissin ill look reason pleas lyric commerci use 1409617854061,no
516,1,morgan wallen gone girl dj side stage aint play one song like craft beer sold cant even get cold bud light see sittin bare sippin drink lookin like might need littl sceneri chang got spot ive hittin sinc back day ya say slip away say hell place go get littl gone girl black jack label middl dirt road danc floor way nobodi busi us cricket good lord star gonna burn moon gonna sneak could hell time ill get makin mine rest what left night til gone girl lyric commerci use 1409617854061,yes
517,0,morgan wallen good mayb bad girl underneath sweet smile like peak black lace nobodi see trace possibl mayb quarter moon mayb quart wine havent even touch yet babi dont need everyth your girl weak im good kiss your lean littl closer im good get sidetrack tank top strap slip shoulder whoa girl tri aint tough im good fall love fall love fall love lyric commerci use 1409617854061,no
518,0,morgan wallen talkin tennesse say citi boy live high rise condo left feel low littl smoke glass fanci car sure go fast never got want go ive ever own old seat 72 cuddl get fall love bench seat dont mind im talk tennesse girl dont blame slip call babi that way let ladi know she work go let south side show whiskey whisper lyric commerci use 1409617854061,no
519,1,mitchel tenpenni truck drove high school fade red paint windshield said zero dollar come make deal pass everi day till couldnt pass rock three good year miss lane tailgat hang thread old v8 knockknock heaven door lord know wasnt perfect everi hour cut earn worth hell yeah good day drive rule well crown king highway man never felt cool say aint nothin like first time love first drive yeah own road rusti gold old truck drove high school play chicken check engin light lyric commerci use 1409617854061,yes
520,1,mitchel tenpenni alcohol later number one speed dial chang name friend wont find theyr head home got word she hang downtown know shouldnt oh shot im shoot make give damn one last time swore wouldnt one sunris break curtain know sober well say aint realli caus alcohol alcohol alcohol later alcohol alcohol alcohol later lyric commerci use 1409617854061,yes
521,0,mitchel tenpenni mix drink order anoth one caus who count anyway wont stop till job done she gotta forget name everi sip lip go slow like tear fall face bartend know better cut job fix heartbreak dont even like tast she throw back rais glass say goodby past caus clear mind two time littl vodka littl less soda know aint right tonight gonna way deal mix feel drink mix drink feel everi time phone light pretend doesnt see caus dont even need look know who screen lyric commerci use 1409617854061,no
522,1,mitchel tenpenni bitch daddi alway told awar surround yeah got eye town yeah got caught kiss anoth guitar pick say your one he sing well dont deal bitch yeah dont deal bitch could call crazi curs name throw shit door dont deal bitch hold still believ love kind your make everi guy club one blame shouldv known someon els watch give friend hug well dont deal bitch lyric commerci use 1409617854061,yes
523,0,xxxtentacion introduct instruct find find exact word find perfect word say less say ideal project till energi mind felt less aggress way passiv geniu way ideal album show versatil show th open mind self goal album acquir larg amount passion lyric commerci use 1409617854061,no
524,0,xxxtentacion alon part 3 cant seem find someon shoulder reli took chanc made colder better im weak call god hurt cant calm lyric commerci use 1409617854061,no
525,1,xxxtentacion remedi broken heart love love love love dont know steadi tryin maintain thing blood bitch may frame brain cant fathom hate say say say bout say get vice ayi tell let asap what shawti wrist that ap im tri save bitch ape feel like et fli addi fuck shawti baddi caus better pawn edit mean im better better mayb im lie im sadder yall money freedom nigga money realli worth aint love ima find perfect balanc gon take time lyric commerci use 1409617854061,yes
526,1,xxxtentacion floor 555 ill put one chamber like wanna face god face fake fuck aight fuck us feelin god level feelin high feelin beverli hill west side bitch dont like youv never done best buy hit daddi nigga best slide totin pistol nigga best ride shoot shit nigga best die caus im muhfuckin narcissist trembl catch clip bitch equip lyric commerci use 1409617854061,yes
527,0,xxxtentacion numb everi singl year im drown tear im drown tear cant seem forget pain seem give pain seem give friend everi singl year im drown tear im drown tear cant seem forget pain seem give pain seem give friend lyric commerci use 1409617854061,no
528,1,xxxtentacion feat joey bada infin 888 nigga wildin right like nigga realli wildin know im sayin like aint playin yall nigga man heard sometim gotta catch chlamydia nigga g shit know im say gonorrhea shit shit catch diseas world world dont diseas feel g shit im real come feel get numb think got littl buzz cant get stung keep razor blade tuck runnin tongu dont let tell nigga citi im brooklyn home hardest ever nigga dont aim palm beretta bomb whatev say dont move calmli never nigga trap cell like salmonella lyric commerci use 1409617854061,yes
529,1,xxxtentacion go oh got drip ay yuh yeah go go huh go go oh god shawti thick oh god yeah yeah oh god shawti thick oh god huh yeah go go huh go go oh god shawti thick oh god yeah ayi lyric commerci use 1409617854061,yes
530,0,xxxtentacion feat travi barker pain bestfriend lost good feel deepli cant seem find music lost good feel deepli cant seem find music lyric commerci use 1409617854061,no
531,1,xxxtentacion feat matt ox pew get money yeah yeah get money yeah get money get money yeah yeah get money yeah yeah get money get money yeah yeah yeah get money yeah yeah like oohooh oohooh like oohooh oohooh gotta sleep crew know vv blue like oohooh oohooh like oohooh oohooh gang gonna eat real soon yeah yeah yeah littl hater doom ooh wait wait ooh lyric commerci use 1409617854061,yes
532,1,xxxtentacion love interlud hello lay bikini sure yeah im okay im sleep ooh ahh love lyric commerci use 1409617854061,yes
533,1,xxxtentacion feat pnb rock smash got smash foreign spanish jawn realli like lemonad put cartier bitch face got apparel nigga paid put past caus know yeah know smash yeah smash yeah shawti let smash put past yeah put past yeah smash yeah yeah know smash yeah lyric commerci use 1409617854061,yes
534,0,xxxtentacion feat rio santana judah carlo andrez dont even speak spanish lol mamita vent mamita vent mamita vent mamita mamita mamita vent olvida la gent sé que tu cuerpo pide calor sé lo que sient la noch te prend te preocup gustan mayor girl know got feel way move babi bring closer let show move side side know want drink two let bodi let show mami ere tú quien provoca cuando chupa ella sí se pone loca hazlo lento pero quítat la ropa enséñam rodilla abr boca ah mami alon club babi get vibe pour anoth cup girl wanna get alon club get ride wanna show love sway like lullabyyyyi lyric commerci use 1409617854061,no
535,1,xxxtentacion hope yeah rest peac kid lost live parkland shoot song dedic okay keep callin keep callin everi singl night day night mind pleas dont kill vibe oh swear god mind swear wouldnt die yeah aint gonna said wouldnt die yuh im alright yuh might start riot im fuckin tire lyric commerci use 1409617854061,yes
536,0,xxxtentacion schizophrenia voic voic voic head tryna drive mad make make wild wild voic voic voic head tryna drive mad make make wild wild lyric commerci use 1409617854061,no
537,0,xxxtentacion close eye lay sleep pray lord soul keep hope late whoa lay sleep pray lord soul keep hope late whoa lyric commerci use 1409617854061,no
538,0,toto rosanna ,no
539,0,totò make believ dont make believ love said crimson moon doesnt shine peopl go theyr lookin one kind dont make believ sorri must hold insid lover go theyr runnin there place hide alway rememberin day met pour rain pretendin went separ way matter way wind blow hang anyhow lyric commerci use 1409617854061,no
540,0,totò wont hold back anoth chanc tonight id tri tell thing right time cant eras love share give time realiz much care your gone im realli guess blame time cant eras thing said give time realiz your one instead know wont hold back lyric commerci use 1409617854061,no
541,0,totò good your dream son dont rise never get lost deep eye wont give give know must realiz could good could good yeaheah could good could good everyon know dont know lyric commerci use 1409617854061,no
542,0,totò feel feel dont belong man outsid look wonderin whose old armchair feel never belong first your look see look see lyric commerci use 1409617854061,no
543,0,totò afraid love stole heart moment came town said hello gone turn around cant get away cant get away even tri wanna tell word cant found like way move way cant take anymor co girl push hard cant get away cant let go what boy got askin surviv far lyric commerci use 1409617854061,no
544,0,totò lover night ,no
545,0,totò made bad time love caught birthday could feel heart break hundr piec torn apart seem senseless clever well put togeth may forev made made made know make made made made know make luck arriv time angel thought youd given like rhyme need reason lyric commerci use 1409617854061,no
546,0,totò wait love hand dont let go caus midnight ici wind blow eye give everi drop aint way made stop arm let know one fill place use go smile dont leav caus your reason she anyhow word gentl speak heart caus break may come ive waitin love time right front ive sit wait love time right front lyric commerci use 1409617854061,no
547,0,austyn johnson feat cameron seeli hugh jackman million dream repris everi night lie bed brightest color fill head lyric commerci use 1409617854061,no
548,0,hugh jackman feat keala settl daniel everidg zendaya greatest showman ensembl come aliv stumbl day got head hung low sky shade grey like zombi maze your asleep insid shake awak caus your dead man walk think option flip switch brighten darkest day sun color blind take world redefin leav behind narrow mind youll never come aliv come aliv go ride light let burn bright reach sky open wide your electrifi world becom fantasi your could ever caus your dream eye wide open know cant go back world live caus your dream eye wide open come aliv lyric commerci use 1409617854061,no
549,1,hugh jackman feat zac efron side right right put offer dont want chase know see run cut free drudgeri wall keep trade typic someth color crazi live littl crazi play sensibl king convent risk see dont wanna get away old part gotta play caus got need come take ride itll take side caus like like stay cage youll final take key oh damn suddenli your free fli itll take side okay friend want cut well hate tell wont happen thank think im good go lyric commerci use 1409617854061,yes
550,0,michel william tightrop peopl long life simpl plan tie ribbon peopl wont sail sea caus theyr safer land follow what written id follow great unknown world call hand hand promis never let go walk tightrop high sky see whole world walk tightrop never sure never know far could fall adventur lyric commerci use 1409617854061,no
551,0,loren allr never enough repris shine thousand spotlight star steal nightski never enough lyric commerci use 1409617854061,no
552,0,hugh jackman feat greatest showman ensembl saw sun begin dim felt winter wind blow cold man learn glitter fade wall wont hold caus rubbl remain what true lost gain caus led back eye blind light what wait till tomorrow start tonight tonight let promis start like anthem heart drank champagn king queen politician prais name someon els dream pitfal man becam year year chase cheer crazi alway need stop see rememb lyric commerci use 1409617854061,no
553,0,bebe rexha ferrari everi day blur sometim cant tell day dont know day tell day life pass caus im chase empti high everi hello mean goodby im look time start slow learn live right want feel im ferrari pull mulholland drive citi light pretti im ferrari parti done keep go miss moment live fast lane get kind lone yeah lyric commerci use 1409617854061,no
554,0,bebe rexha feat quavo 2 soul fire desir two soul fire desir two soul fire got look foolish look like dog im drool close mouth boy prove know way gon make bring bad girl believ oh yeah yeah yeah gon make pop tag fashion season oh yeah yeah yeah gon make move stop breath oh yeah yeah yeah lose faith ill make believ got feel type way oohoohoohooh got chain heart spin diamond desir two soul fire lyric commerci use 1409617854061,no
555,0,bebe rexha got see hurt ive thing babi dont worri got wanna know tell secret look like need caus got youoh got got caus got youoh got got get high oh nahnahnah get low oh nahnahnah let friend babi let tell lie oh nahnahnah get lost oh nahnahnah take oh nahnahnah let friend babi let give oh nahnahnah tell your think alway overthink lyric commerci use 1409617854061,no
556,1,lovelytheband emot catch coffe talk accent ill pretend fine cant pretend never met youll bring distanc im alway phone youll say lost patienc your better alway good guy alway good guy want littl emot want littl emot keep roll eye lyric commerci use 1409617854061,yes
557,0,lovelytheband coachella miss saw face drunk sunday best chemic snort right chest oh beauti young beauti oh beauti young beauti head coachella everi weekend free spirit flower head love way laugh miss way laugh lyric commerci use 1409617854061,no
558,1,lovelytheband make feel pretti corner sunset doheni stair rock that left wait wait could get high doesnt often everi weekend sometim tuesday dont realli feel like sleep sleep night spend money make feel pretti sky ran star theyr live citi dont wanna nameless life wanna famou that fine spend money make feel pretti sound like your london lyric commerci use 1409617854061,yes
559,0,lovelytheband dont worri make happi smile littl pretend like heart aint broke think im charm minut funni second turn joke tri stay posit easi way live step insid brain take nice slow pace wanna go laugh right pain said cant find thing dont like im like dont worri dont wanna find reason doubt im like dont worri lyric commerci use 1409617854061,no
560,0,lovelytheband stranger like your broken broken like mayb make fool like your lone lone like could lone met late night parti trust fund babi brooklyn lyric commerci use 1409617854061,no
561,1,old dominion thing broken heart wonder jack dian ever made drum guitar fade best could good enough heartland swallow em mom dad ever troubl never knew guess enough know cant keep ground shake matter hard tri cant keep sunset fade gotta treat love like jump rope swing mayb caus whole thing realli shot dark lyric commerci use 1409617854061,yes
562,1,old dominion shoe shop dont last way make feel good littl throw em away shelf day high dollar aint worth dime keep em anyway everybodi look someth catch eye eye eye your shoe shop walk mile slip cinderella slipper right feet take arm strut street tonight strut street tonight your downtown brows look perfect fit how highheel hightop pump em flipflop headsup lucki penni loafer sidewalk lyric commerci use 1409617854061,yes
563,0,old dominion everyth yeah song come sing loud aint road cant go dont think twice pass hous time yeah rain roll right back dont get caught old trap hear name fall asleep fine yeah world dont revolv around everyth sunset happen phone ring im final laugh thing friend drink drink let roll 8 ball rack yeah song come sing loud aint road cant go lyric commerci use 1409617854061,no
564,0,old dominion could presid would get vote could captain whatev float boat could singer girl youd hit everi note like ooh ooh ooh ooh ooh like daddi told littl girl could anyth dont dont dont mamma brought women world could anyth dont dont dont drink song bed car photograph day night right wrong first last tiger versu girl aint even fight next sun cant even call light girl jealou caus guy like ooh ooh ooh ooh ooh yeah lyric commerci use 1409617854061,no
565,1,old dominion written sand turn turn turn back weekend wont say word want flirt your drinkin see bubbl pop like your text disappear let cut shit let get backseat tryna get name tattoo number hand lastcal kiss reminisc next forti year lyric commerci use 1409617854061,yes
566,0,old dominion go your home alon there buzz phone friend say she bar friend go show look around dont see face tell probabl went back place go knock door wont let aint readi go kind crazi think might gone go mind thought final move tell time mean lyric commerci use 1409617854061,no
567,0,old dominion star citi took uturn 42nd street almost hit anoth car spill coffe jean said oh theyr ruin said theyr better matter perspect kiss cheek littl imperfect makeem uniqu dont know see star citi see diamond world see dust find glitter gritti know aint much girl see someth nobodi els see see someth yeah see star citi lyric commerci use 1409617854061,no
568,0,old dominion new york night girl your like model soho street walk air like like im sip bottl penthous suit your light know right friday night curl hair got heart beat louder madison squar electr energi someth tell your gon keep go til morn light girl your like new york night aint gonna sleep new york night girl got feel empir high uptown someth got come aliv babi your like new york night lyric commerci use 1409617854061,no
569,1,old dominion girl gun seem innoc enough buy drink bar your get load dont even know danger your caus your caught moment shoot smile cut smoke hit even know girl gun she harder handl think son feel safe your think twice pull trigger feel good hand first littl spark gun shoot bullet bullet break heart heartbreak bitch shell kill kiss care your hold one caus girl gun yeah littl word advic lyric commerci use 1409617854061,yes
570,0,old dominion still write song sun go littl beach town west wide open highway window seat jet sound train pull station man like find inspir anyth hotel room still write song sunni santa monica freeway bed mini bar three day haze hair heart mess morn ive gotten drunk whiskey women woke place weve never spend night day tri say someth new use im still write song lyric commerci use 1409617854061,no
571,0,king countri feat moriah courtney pioneer lie side side touch reach great divid parallel line ooh hear rain count drop window pane wide awak stale mate play game oh god hate game throw open door know heart wait yeah let pioneer well build home lyric commerci use 1409617854061,no
572,0,sugarland bigger ,no
573,0,sugarland still ,no
574,1,sugarland tuesday broken ,yes
575,1,lil babi intro know im sayin new wave shit know im sayin new wave shit ya dig 4 pocket full know im say gang im smoke loud moonrock tryna sue caus im gettin paper drop school get educ momma happi caus final made live better hous big fuck buy bentayga bentley truck ap today tomorrow switch honeycomb diamond vvss cut stand stage realli came noth lyric commerci use 1409617854061,yes
576,1,lil babi spazz yeah southsid go nut southsid beat babi okay super bowl ring ballin hard championship everybodi got somethin say aint even ask em shit bunni rabbit broke take brick magic trick hundr rack show get stage backward flip yeah im la real crip want stella mccartney real drip cartier face wood tear put knife k real deal make em get bitch like fire drill wont hit bitch guy ive today took five pill ima run ms caus god gon check like gangsta wanna arrest lyric commerci use 1409617854061,yes
577,1,lil babi im straight yeah cook shit quay look got studio know im say live life fullest know im say aint got regret cant complain life great woke today made hundr thousand dollar play stole ran bag hour hit mani blue hundr stickin like counterfeit print shit whole lot one im cut im go dumbdumb im sippin act shit real deal want same one tryin run cliqu one throw sub cliqu main vision im fuckin ya bitch aint gonna say shit ask lie ask kept 100 im nothin like guy realli spent 2 000 kick wear em one time someth nigga mind frame diamond jumpinjack ap make time chang 200 hoe call log aint got namesak took hood lyric commerci use 1409617854061,yes
578,1,lil babi feat starlito exot tay keith fuck nigga 12 get behind ima smash z06 fast hope dont crash need anoth load sold last brick exot car broad reefer yeah say cheaper keep yeah fuck im rich left yeah shout plug let keep extra yeah ust pull tesla yeah pour four pop tussin yeah forti pointer necklac fucker dip aint got time breakfast yeah im buildin shelv like tetri yeah get money invest yeah get pack west end yeah send pack west end yeah drippin rare cant catch yeah servin raw front alphabet boy quarter million bought coupl toy neighbor trippin demon make much nois fifti rack everi week show movin cautiou like im still parol lyric commerci use 1409617854061,yes
579,1,lil babi leak yeah yeah aint talk like week straight interst tryna go get cake yeah yeah feel aint speak dont even call nigga gon get nasti whenev see tryna suck nigga heard busi opp fuck nigga gon keep ride around glock find nigga thinkin lost remind nigga get flyer nigga hundr thousand gucci bookbag thinkin sign nigga im live life rolli got dont tick tock still bullshit pull let stick talk im la vibe dane cut get high tryna get ride tryna turn tonight yeah run cash yeah ran bag start gettin mad yeah didnt get mad kept get cash yeah im bag yeah im bag yeah wanna get know im sticki im bag wasnt fuck didnt come around wish lyric commerci use 1409617854061,yes
580,1,lil babi feat moneybagg yo bank run back turbo lotta blue hunnid came bank drank shit pint leav fuck tonight jean expens fit tight cant rest life free bro road life tri sleep everi night knife know hard gotta surviv man got twenti deep flight go wherev like go us like im top im hot feel nice fuck snake caus nigga mice diamond hit cut light cloud ball like mike nigga fake fuck soon get money im gon blow fuck ima take mine put got foreign baddi dm hit tri get plane today come hit finest brain ever gave everyth never im go next level shit nigga dead broke hoe shit run money til get tire said wouldnt make lie call lyric commerci use 1409617854061,yes
581,1,lil babi cash cook shit quay 4 pocket full nigga mad caus im get cash place bought new wraith face want head want leg want redhead want head want neck want leg dont even beg fuck floor fuck shower hey friend door tell em give hour know ima goat got paper power man nigga hoe everyth say sour bought billi blew brain sinc got money peopl done chang im keepin fourt im aim jump line bust brain shoebox money aint nothin could make hunnid sleep nigga carryin that see wanna like takin swag give back didnt get mad went got wanna like lyric commerci use 1409617854061,yes
582,1,lil babi southsid southsid track yeah southsid southsid yeah strap got stupid dome hoe southsid long live troup og man nigga southsid shout deezi loc crippin southsid get bag low send southsid yeah im sellin coke real put dope real saint laurent coat real draco draco im red clayco shoutout clayhead nigga real one band neighborhood temp fade new js day catch play white tee dope boy move dope boy trappin bando servin window tryna run mill that pay rent fuck gucci store ms bad bitch lookin like bernic call slim jim want push start car shoutout hood know im god lyric commerci use 1409617854061,yes
583,1,lil babi feat gunna throw shade cook shit quay im get paid cartier glass sit face aint throwin shade im get money aint way stay way free dog till get cage im way run hundr million day know play yeah im one see face mil safe everywher go keep k im get paid cartier glass sit face aint throwin shade im get money aint way ball like odel got hoe coat tail feel oh well got em pant wholesal run thot hotel give em coupl hundr toe nail time im crowdin say vacuum seal smell sit jail bail sit prison get mail nigga switch dont care got jack shit wont tell zo6 vett ridin fast lane im red pourin disrespect lyric commerci use 1409617854061,yes
584,1,lil babi first class fiftyf hunnit new pair titti ill buy em like jordan give coupl thousand feelin import dick shell gone morn got ass shot like pop addi well fuckin night say got man alright shoot town first class flight fiftyf hunnit new pair titti ill buy em like jordan give coupl thousand feelin import dick shell gone morn got ass shot like pop addi well fuckin night say got man alright shoot town first class flight mine let babi name dior aint got time im alway tour press declin alway ignor teas want babi grown fuck floor condo top floor gon make love balconi want dick tryna tackl im gettin money like athlet wake put back sleep let homi hit got super head enjoy aint cuf bitch aint hit one time aint goin back im door like floor mat say diggin format im babi im rugrat lyric commerci use 1409617854061,yes
585,1,lil babi feat young thug right cant wait around nobodi need right might buy car make right sound solitar ear ring bling mile away cant want tryna take child away think past tryna haunt haunt everybodi want everybodi want everybodi want gotta give em dont might go hood ill make song turn trap spot studio im tryna make way folk seein im oakland citi hope gotta get aint got time play aint got time wast ive havin nightmar goin back jail wake drankin lean poppin adderal stay nigga use love actin like theyr mad caus got cake aint gon never let get nigga keep grindin gotta get anoth million condo peachtre paid rent closet wanna talk past dont wanna accept fact im boss everyth want ima go get aint trippin bout cost yeah lyric commerci use 1409617854061,yes
586,1,lil babi feat gunna lil uzi vert life goe cook shit quay trap hous jeep goe fast dont even wear seatbelt seatbelt bad lil bitch got breast breast upgrad got dcup dcup hop rang im blowin blowin lil babi goin goin man old rapper gettin borin borin takin shot ignor ignor send pack hood im tourin tourin makin play town like im jordan scorin need go get ho caus whorin scorin ball come way ima score scorin lamborghini dont want porsch porsch im fire dont touch im torchin torchin fix teeth went porcelain porcelain put town back im horseman horseman one year ima make forb list forb list love bay like e40 40 sittin exot moreland moreland aint string attach keepin cordless cordless keep callin keep ignorin aint stoppin im keepin floorin man nigga cant stop im goin man nigga cant stop im goin everi time pack get gone get anoth load anoth load main bitch tryna leav lone caus fuck anoth ho anoth ho im like babi know im wrong life goe life goe know niggasd happi let go oh got walkin thin line tippi toe tippi toe man shit crazi differ citi differ hoe go everi time pack get gone get anoth load anoth load main bitch tryna leav lone lyric commerci use 1409617854061,yes
587,1,lil babi feat offset transport dj durel brr brr brr brr brrrr yeah yeah yeah hey fit quarter mattress quarter get brick transport mattress transport chopper longer arm want static static diamond got wrist slit glass glass ice got acr cabbag acr surpris nigga ride badger brrt brrt got ks attic k tri run birdi kill daddi brr brr fit quarter mattress quarter get brick transport mattress transport chopper longer arm want static brrt diamond got wrist slit glass slit ice got acr cabbag cab surpris nigga ride badger brrt brrt got ks attic k tri run birdi kill daddi brr trap hard bass like kenwood boom boom throwin nawf that hizzood nawf pinki froze that blizzard froze pourin five sizzurp syrup fuck thot get rid swerv yank dick bitch spit slurp slurp yup slurp freakazoid ice pup ice bentley bentayga red gut bentayga throw bitch away caus mutt mutt fool hold chopper crutch fool hold coupl mil holdin nut nut im adderal chri tucker rush add lyric commerci use 1409617854061,yes
588,1,lil babi fit im get fit twoseat cannot sit got dub rear end got caught fuck friend say wouldnt got dog want win went lot bought new benz hit ga im gone wind im get fit twoseat cannot sit got dub rear end got caught fuck friend say wouldnt got dog want win went lot bought new benz hit ga im gone wind carbon fifteen tri steal rob everyth cant even talk seen im never tell law thing made aliv cant even lie shit awesom nigga shootout aint bullet call nigga lost lil one middl summer shit aw nigga soon found wit tell us gon nigga cut coupl nigga thought tri cross nigga nigga think come kick shit citi gon cost nigga jump game went got million cap made wave us bitch fuck lyric commerci use 1409617854061,yes
589,1,lil babi feat hoodrich pablo juan boss bitch got mani hoe cant fuck dont know play ball stack money make tall ooh ice neck got frost mama aint made hoe made boss diamond shine light turn rock design im drip sauc diamond real cost know cost live like got bad lil boss bitch mani diamond camera glitch yeah im shine aint got tell know im rich got sack like run blitz ice cold like got mitt ice cream look like lick made hunnid two day neighbour trippin caus keep door swangin drop mixtap today gon think got ghostwrit amg floor like low rider rich argument whole problem run money dont see nobodi buy lawyer tenni chain fleek could wear new piec everi week diamond pee point ask lyric commerci use 1409617854061,yes
590,1,lil babi never need help earl beat yeah know im sayin know im sayin creat wave vibe know im sayin vibe wave know im sayin never let nigga catch caught know im sayin yeah yeah yeah yeah uhhuh uhhuh bad good never need help need nigga wasnt right need lil nigga im still gon vision blurri see clear wouldnt believ made year drape design im sticki hell bad good never need help need nigga wasnt right need lil nigga im still gon vision blurri see clear wouldnt believ made year drape design im sticki hell trade design im sticki hell whenev argu buy chanel whenev aint rappin im sellin bail lyric commerci use 1409617854061,yes
591,0,twenti one pilot nico niner east im fearless hear low east im careless wear rebel cloth east bishop come togeth know dema dont control us dema dont control east want make forget want make forget save razorblad yet save razorblad yet im heavi jumpsuit steadi im lighter im lower im higher im heavi oh im high jumpsuit take high im fli fire nico niner oh east im fearless hear low lyric commerci use 1409617854061,no
592,0,chri janson who farmer who farmer who roughneck who curv bill dirti boot thrown back porch redneck who one fix drink watch kitchen sink turn like fire alarm girl who farmer keep plant kiss south georgia lip danc rain hand hip lay life pretti littl row keep red dirt pretti toe oh say name let echo holler who farmer lyric commerci use 1409617854061,no
593,0,chri janson everybodi everybodi wanna get rich nobodi want work everybodi want fall love nobodi want get hurt nobodi want punch clock everybodi want get paid nobodi want make love everybodi want get laid everybodi wanna famou everybodi wanna superstar everybodi want know like drivin real fast car everybodi want hollywood everybodi want shiin well dont realli care everybodi babi wanna make mine everybodi want histiri nobosi want make lyric commerci use 1409617854061,no
594,0,chri janson eye nobodi guy like take find someth like found smile start stand today ill side matter face there road wanna take lay root ground solid rock word true girl ive got eye nobodi blame place first saw blame rais thing lyric commerci use 1409617854061,no
595,1,chri janson fix drink well hotter hell outsid right 100 shade sun beatin forecast callin well cant fix fix drink turn fox news cnn dang thing world toilet market tank well cant fix fix drink pour ice mix get feel right get buzz get smilin make feel like your sittin island make fruiti make strong gotta tell want lyric commerci use 1409617854061,yes
596,0,chri janson im gonna rich someday sound there crew cab duramax paid titl sound there farm barn sit back see star man that there someday im ride window way way middl nowher radio loud caus dont care blue eye blond hair front seat cant help stare she stare back sound like dream like way reach gotta believ man that lyric commerci use 1409617854061,no
597,0,chri janson littl bit yeah fall somewher preppi hippi third row countri concert got hand sing short skirt swing yeah even bought tshirt church mama sunday morn tri shake saturday night well your littl straight littl cray cray girl sound like your type that right like littl bit bad girl like littl bit sweet like littl boom boom room littl chicken peck six string like littl bit whiskey dont mind littl bit smoke littl truck shock squeak littl good book preach yeah like littl bit like littl bit littl bit girl keep fresh keep dope like simba realli blender lyric commerci use 1409617854061,no
598,0,chri janson world make live tractor tire drink beer round big bonfir wrap arm around barb wire world crank music main street mix countri hip hop beat man leav american dream world hey yeah friday that parti begin saturday aint noth still sunday littl preach world lyric commerci use 1409617854061,no
599,0,chri janson bein dad much pick want go drop hat pack back get gone aint chanc sleep sinc dont know goodby think one world worth hold even could wouldnt chang thing caus god love bein dad hand print draw wall hall drive crazi gotta keep anyth mean anyth way reach brand new bike lay yard rain tell dont practic preach lyric commerci use 1409617854061,no
600,0,chri janson like got everi right right tick wanna make alright cost right shake sass take break much ask babi love like love like pretend dont want cut despit im turn right way wanna fight babi love like love like someth bout hand head lyric commerci use 1409617854061,no
601,0,chri janson redneck life grew batten board cabin dead end gravel street got first payin job turn 10 caus money didnt grow tree cheap cigarett window part air breath didnt choos redneck life redneck life chose yeah daddi built first car call motor tree beer bartend ice cutout rat race junkyard dream yeah crew man grew hightun u83 lyric commerci use 1409617854061,no
602,0,justin timberlak feat gwen stefani ron funch hair hair air put hair put hair air hair air put hair put hair air ive got fever come beat bone feel like diamond gold dj play that song go go go go go put hair air go go go go go go hair lyric commerci use 1409617854061,no
603,0,anna kendrick feat gwen stefani jame corden ron funch walt dohrn carolin hjelt aino jawo kunal nayyar move feet danc sunshin day everybodi move hair feel unit ohh everybodi shake hair feel unit ohh everybodi come celebr imma hook invit let hair swing parti bad vibe love see danc 1234 fight stick beat get readi ignit pyt catch light easi abc make right lyric commerci use 1409617854061,no
604,0,anna kendrick get back realli hope caus theyr depend know must leav home ive ever known brave danger forest save theyr eaten mean hard look sunni sky shini blue there butterfli well isnt super fantast sign go super fantast day marvel gonna bring pocket full song im gonna sing im readi take anyth hooray super fun surpris around corner ride rainbow im gonna okay hey im give today lyric commerci use 1409617854061,no
605,0,anna kendrick sound silenc hello dark old friend ive come talk hello lyric commerci use 1409617854061,no
606,0,zooey deschanel hello ive alon insid mind dream ive kiss lip thousand time sometim see pass outsid door lyric commerci use 1409617854061,no
